x,y
9.501653704,11532.98
18.82658867,11665.02
33.2883678,33995.86
13.34486366,12051.33
11.13172703,15954.86
5.371910641,7699.81
4.215978025,5125.97
10.46319039,12788.66
2.200340496,3153.94
14.15965933,17143.54
65.67687972,36570.72
7.095543385,10170.75
12.96818487,16223.07
170.3238566,196334.92
20.5277236,11397.15
10.86038348,14990.65
30.04574952,43534.57
0.418899313,513.89
6.347617395,7677.96
1.281131286,1550.35
4.459544867,5269.46
6.254760122,8965.23
10.28191457,14737.59
5.962129502,7218.67
1.203033021,1724.4
3.505941125,5079.91
0.955897787,1161.39
6.662147301,9548.87
49.74191012,60423.78
28.93980088,17918.89
58.72894564,31320.22
8.967936689,12854.14
21.87286214,31692.45
1.216272552,1564.27
2.461024971,3412.06
0.423930104,608.75
5.410029608,6284.83
5.62030241,3602.46
3.8060795,5455.45
0.904441024,1295.9
7.89710392,9660.94
7.574330337,8722.22
0.459037196,555.27
3.033313831,4347.8
9.201644183,5897.89
1.535120958,1620.93
12.33664173,17681.85
15.47107689,22175.49
1.80864949,2096.85
7.934577488,9394.11
19.10557311,29425.97
12.92824648,15771.76
26.67559459,18389.22
48.27878308,28662.65
23.23458564,33303.38
10.29160792,14751.46
0.574685029,823.06
11.51319217,15634.59
17.77912722,10483.72
62.54740364,36881.87
4.926686772,7061.64
30.93133436,19026.17
4.391678777,5140.41
7.490556416,9069.31
0.917271933,1314.8
3.882180961,4744.96
1.330323254,1906.82
3.273765855,3963.77
8.260597714,10624
40.53528708,25115.76
15.83121758,9809.14
257.0020964,143105.58
3.782060775,5135.94
2.408801012,2944.12
58.00944829,34204.99
4.155398576,5083.54
0.38516978,442.52
22.889617,14182.5
53.09602525,31308.74
8.911018828,11218.35
29.09566738,42157.83
0.732108454,934.99
4.648072128,6734.8
0.820095773,1169.95
25.23771801,29591.91
4.97091331,7407.85
28.55560234,17681.51
1.480334857,2121.85
23.4826185,33648.54
74.57453347,86546.64
8.969841271,12996.62
20.78264538,23656.41
3.69103826,4511.36
14.77511559,17889.1
36.85794148,21733.8
10.41572234,6141.82
11.73915431,16826.3
0.423915904,614.24
18.77002254,27000.14
3.418488503,4899.91
9.530995629,13661.3
10.88750012,12570.9
6.079026428,8808.14
3.780088086,4759.22
441.3140345,508226.73
3.498042245,4275.43
9.024688654,5550.44
1.192615062,1459.01
19.23036887,24582.71
12.59148427,7185.66
2.08915071,3027
26.01536983,16119.27
2.565141315,3716.74
0.436920654,528
29.06443845,41659.42
3.07448031,4406.84
60.41910342,35142.85
14.03734097,8697.65
28.86979686,41830.62
1.870386467,2680.92
90.46355224,67051.72
10.3545651,11830.11
5.406248943,6561.31
5.879918867,8428.02
2.721696568,3901.14
8.495070794,5028.86
9.557973906,11292.76
26.74315337,17546.12
7.95105351,9300.03
19.67752895,23924.85
7.936630602,11376.05
1.329588683,1896.76
28.24367719,16654.34
2.855982936,4093.6
28.62979867,17727.61
83.00556766,48945.13
6.842829918,7633.78
18.55870335,22449.18
51.54273643,30392.8
11.33188456,15388.38
20.35142196,29170.82
1.589759533,1598.15
5.499286873,6651.87
21.15231497,27806.85
9.609767587,13774.27
67.2019289,75051.43
8.168443645,11708.2
3.557442126,5301.67
27.05524057,41249.86
14.38772684,20616.14
25.76185684,32120.61
19.18395302,21710.74
12.8446309,18308.78
8.223330369,5827.18
2.701337121,4025.68
2.475129366,3547.77
138.3932775,123659.31
12.59402743,15248.33
18.42425531,26695.8
26.11763089,16182.59
5.13199834,7435.95
14.23937384,16895.19
6.281412278,6791.66
48.61397326,69680.62
0.513133609,732.05
7.56988604,10850.3
